YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 08 01 147 10.7 13.2  2.33  5.56  5.60 163 1016.9  13.0  12.5 999.0 99.0 99.00
2004 01 08 02 151 11.7 14.2  2.17  5.88  5.51 163 1017.2  13.4  12.5 999.0 99.0 99.00
2004 01 08 03 139 11.7 14.8  2.16  5.56  5.41 171 1017.2  13.5  12.5 999.0 99.0 99.00
2004 01 08 04 137 10.8 13.2  2.32  5.88  5.61 165 1017.1  13.7  12.5 999.0 99.0 99.00
2004 01 08 05 145  9.6 11.2  2.06  5.88  5.36 174 1017.2  13.7  12.5 999.0 99.0 99.00
2004 01 08 06 143 11.0 13.1  2.12  5.88  5.44 178 1017.3  13.6  12.5 999.0 99.0 99.00
2004 01 08 07 145 12.4 15.5  2.04  5.88  5.32 174 1016.8  13.5  12.5 999.0 99.0 99.00
2004 01 08 08 144 11.7 14.4  2.08  5.56  5.35 168 1017.0  13.5  12.5 999.0 99.0 99.00
2004 01 08 09 144  9.6 11.7  1.98  7.69  5.46 228 1017.5  14.0  12.5 999.0 99.0 99.00
2004 01 08 10 139  9.9 12.2  1.99  5.56  5.43 171 1017.4  14.1  12.5 999.0 99.0 99.00
2004 01 08 11 136 10.8 13.1  2.10  7.69  5.58 226 1017.5  14.1  12.5 999.0 99.0 99.00
2004 01 08 12 125  8.7 10.3  2.16 11.11  5.77 276 1017.0  13.6  12.5 999.0 99.0 99.00
2004 01 08 13 149  7.8  9.3  2.05 11.11  5.95 289 1017.4  13.6  12.6 999.0 99.0 99.00
2004 01 08 14 114  6.3  7.8  2.09 12.50  6.32 275 1018.0  13.4  12.6 999.0 99.0 99.00
2004 01 08 15 152  9.5 11.2  2.12 14.29  6.51 270 1017.0  13.4  12.6 999.0 99.0 99.00
2004 01 08 16 140  8.7 10.2  1.90 14.29  5.88 268 1017.3  13.4  12.6 999.0 99.0 99.00
2004 01 08 17 135  7.6  9.5  2.25 12.50  6.55 285 1018.2  13.3  12.6 999.0 99.0 99.00
2004 01 08 18 135  4.5  5.6  2.22 12.50  6.68 279 1018.9  13.3  12.6 999.0 99.0 99.00
2004 01 08 19 153  5.9  6.8  2.12 12.50  7.09 272 1019.0  13.6  12.6 999.0 99.0 99.00
2004 01 08 20 151  8.1 10.2  2.22 12.50  6.87 264 1018.1  13.6  12.6 999.0 99.0 99.00
2004 01 08 21 156  9.5 11.4  2.29 12.50  6.72 274 1017.6  13.4  12.8 999.0 99.0 99.00
2004 01 08 22 152  9.6 11.4  2.24 12.50  6.51 273 1017.0  13.4  12.8 999.0 99.0 99.00
2004 01 08 23 163  8.8 10.3  2.34 12.50  6.42 265 1017.5  13.7  12.8 999.0 99.0 99.00
2004 01 09 00 166  8.9 11.5  2.62 12.50  6.83 274 1017.8  13.4  12.8 999.0 99.0 99.00
2004 01 09 01 158 10.0 11.9  2.42 12.50  6.46 271 1017.6  13.4  12.8 999.0 99.0 99.00
2004 01 09 02 158 10.5 12.4  2.49 12.50  6.66 270 1017.5  13.3  12.8 999.0 99.0 99.00
2004 01 09 03 153 10.8 12.9  2.21 12.50  6.14 277 1017.1  13.3  12.8 999.0 99.0 99.00
