YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 08 15 13 00 320  3.6 99.0 99.00 99.00 99.00 999 9999.0  13.8  15.7 999.0 99.0 99.00
2006 08 15 14 00 330  2.1 99.0 99.00 99.00 99.00 999 9999.0  13.4  15.7 999.0 99.0 99.00
2006 08 15 15 00 330  2.6 99.0 99.00 99.00 99.00 999 9999.0  13.6  15.9 999.0 99.0 99.00
2006 08 15 16 00 290  3.6 99.0 99.00 99.00 99.00 999 9999.0  13.8  15.9 999.0 99.0 99.00
2006 08 15 17 00 320  2.1 99.0 99.00 99.00 99.00 999 1015.9  13.8  16.0 999.0 99.0 99.00
2006 08 15 18 00 270  3.1 99.0 99.00 99.00 99.00 999 1015.9  13.8  16.1 999.0 99.0 99.00
2006 08 15 19 00 260  4.6 99.0 99.00 99.00 99.00 999 1016.1  13.6  16.1 999.0 99.0 99.00
2006 08 15 20 00 260  3.1 99.0 99.00 99.00 99.00 999 1016.4  13.7  16.2 999.0 99.0 99.00
2006 08 15 21 00 280  6.2 99.0 99.00 99.00 99.00 999 1016.2  13.3  16.4 999.0 99.0 99.00
2006 08 15 22 00 260  4.6 99.0 99.00 99.00 99.00 999 1016.0  13.4  16.8 999.0 99.0 99.00
2006 08 15 23 00 240  3.6 99.0 99.00 99.00 99.00 999 1015.3  13.6  16.6 999.0 99.0 99.00
2006 08 16 00 00 260  4.1 99.0 99.00 99.00 99.00 999 1014.9  13.6  16.5 999.0 99.0 99.00
2006 08 16 01 00 260  5.1 99.0 99.00 99.00 99.00 999 1014.7  13.2  16.4 999.0 99.0 99.00
2006 08 16 02 00 280  4.1 99.0 99.00 99.00 99.00 999 1014.3  12.7  16.2 999.0 99.0 99.00
2006 08 16 03 00 260  4.1 99.0 99.00 99.00 99.00 999 1014.4  12.8  16.3 999.0 99.0 99.00
2006 08 16 04 00 280  4.6 99.0 99.00 99.00 99.00 999 1014.4  12.7  16.4 999.0 99.0 99.00
2006 08 16 05 00 280  4.6 99.0 99.00 99.00 99.00 999 1014.7  12.3  16.1 999.0 99.0 99.00
